TAZID,AreaName,AreaType,TOTEMP,TOTHH
1990.0,Bacchus Highway Center,City Center,0.9781636681588706,0.9781636681588706
1992.0,Bacchus Highway Center,City Center,0.15044694440809017,0.019996629683710347
1994.0,Daybreak,Urban Center,1.0,1.0
1995.0,Daybreak,Urban Center,0.9999999999999759,0.9999999999999759
1996.0,Daybreak,Urban Center,0.4752612752355221,0.10898230739738954
1996.0,SoDa Row,Neighborhood Center,0.5121586249646946,0.10525943296611645
1999.0,The District,City Center,1.0,0.5952536699435416
2001.0,South Jordan Towne Center,City Center,1.0,0.5424892341958677
2004.0,Cascade Village,Neighborhood Center,1.0,0.44377635405322124
2006.0,Cascade Village,Neighborhood Center,0.00762116451932613,0.0005719050010921064
2007.0,Daybreak,Urban Center,1.0,0.00162098944707221
2008.0,Daybreak,Urban Center,0.9999999999999586,1.0
2009.0,Daybreak,Urban Center,0.9499517677197704,0.9499517677197704
2010.0,SoDa Row,Neighborhood Center,1.0,0.0807578991936327
2013.0,The District,City Center,0.9903921227877714,0.38186378131840654
2014.0,The District,City Center,1.0,1.0
2015.0,The District,City Center,0.9956343790167311,0.0553704580286886
2022.0,Olympia Hills,City Center,0.0,6.979714322325114e-07
2026.0,12600 South Mountain View Corridor,Neighborhood Center,1.0,0.4333045809886129
2027.0,12600 South Mountain View Corridor,Neighborhood Center,0.9628550941953101,0.9264325509792826
2029.0,12600 South Mountain View Corridor,Neighborhood Center,0.5685207275327427,0.0
2030.0,Olympia Hills,City Center,0.0,0.00018754861525087585
2031.0,Herriman Town Center,City Center,0.09659454876428455,0.018801756500441403
2032.0,Herriman Town Center,City Center,0.4263093542782225,0.06308272977557776
2033.0,Herriman Town Center,City Center,1.0,1.0
2036.0,Olympia Hills,City Center,0.0,3.5865841309416214e-07
2038.0,Herriman Town Center,City Center,0.999995279807418,0.24496023394796004
2039.0,Herriman Town Center,City Center,0.9999021650616473,0.9999021650616473
2040.0,Herriman Town Center,City Center,0.994847945975478,0.6452884412102633
2061.0,Herriman Porter Rockwell Center,City Center,0.9943852774039676,0.9941741949885786
2063.0,The District,City Center,1.5439338115613591e-06,7.947722274921169e-07
2069.0,Downtown Riverton,City Center,0.8732520749165145,0.09647315701064998
2070.0,Downtown Riverton,City Center,0.45264981914992997,0.02826068714051742
2071.0,Downtown Riverton,City Center,0.9979469322216151,0.055574775942220725
2072.0,Herriman Town Center,City Center,0.8184960499262717,0.026342392242156544
2073.0,Mountain View Village,City Center,2.1781009052288884e-05,0.0
2074.0,Mountain View Village,City Center,0.9977132442938682,0.9979849679032636
2079.0,Downtown Riverton,City Center,0.9989766220452039,0.3110959097265953
2080.0,Downtown Riverton,City Center,0.9888920870475796,0.23497165554918786
2081.0,Downtown Riverton,City Center,0.9977561204536531,0.11753872902795508
2082.0,Mountain View Village,City Center,0.9996451321267922,0.9996453131694151
2083.0,Mountain View Village,City Center,0.997279096393837,0.9972807011164022
2106.0,Draper Kimballs Lane Station,Neighborhood Center,0.6025230536143685,0.05071466450862416
2107.0,Draper Kimballs Lane Station,Neighborhood Center,0.15590794589337365,0.125744782132196
2109.0,Draper Kimballs Lane Station,Neighborhood Center,0.31825577544164774,0.20573757703324336
2110.0,Draper City Center,City Center,0.2997720102418648,0.03867264706695864
2112.0,Draper City Center,City Center,0.6534602651836899,0.521102163049397
2113.0,Draper City Center,City Center,0.992951820336333,0.9870028603488352
2114.0,Draper City Center,City Center,0.9536053025407818,0.8111591598595894
2117.0,Vista Station,City Center,0.9315582185690928,0.69014262262429
2122.0,Draper City Center,City Center,0.9989060505391728,0.427487691234178
2123.0,Draper City Center,City Center,0.5453708595050623,0.17052953366939266
2125.0,Draper City Center,City Center,0.9835170642170546,0.08892623308885877
2127.0,Vista Station,City Center,0.9427331088339196,0.40045484482375854
2133.0,Vista Station,City Center,1.0,0.05864987416027199
2134.0,Vista Station,City Center,0.9951432124807847,0.9951432124807847
2139.0,The Point,Urban Center,1.0,0.0
2150.0,Highline,City Center,0.0005251795314391462,0.0004507977686950975
2151.0,Highline,City Center,0.999894728880178,0.32219834506423106
2152.0,Highline,City Center,0.9787901527050954,0.06966459031331125
2153.0,Highline,City Center,0.9001564715797071,0.9309908072036872
2154.0,Highline,City Center,1.0,1.0
2155.0,Highline,City Center,1.0,0.0020759833157852005
2158.0,Highline,City Center,0.9976728293075579,0.9976271713832692
2166.0,Marketview Center,Neighborhood Center,0.527910852151032,0.01651520068084521
2167.0,Marketview Center,Neighborhood Center,0.6750087854080931,0.20416865496142958
2170.0,Independence,City Center,0.09611275582835486,1.0
2170.0,The Point,Urban Center,0.19297356153232198,0.0
2177.0,Independence,City Center,0.9945732407406127,0.9945710988332199
2178.0,Independence,City Center,0.9999959480090537,0.9999959316224706
2179.0,Independence,City Center,0.9963511556685365,0.9963511556685365
2182.0,Independence,City Center,0.9990158118620149,0.9476853826777939
2183.0,Independence,City Center,0.9999999999999964,0.9999999999999964
2184.0,Independence,City Center,0.30992881655348137,0.31583922426502914
2184.0,Porter Rockwell,Urban Center,0.6862931057397281,0.6804150569791823
2185.0,Porter Rockwell,Urban Center,0.7348834338163107,0.6520851021304943
2333.0,Eagle Mountain,City Center,0.007321570838130022,6.40067472551053e-05
2353.0,Eagle Mountain,City Center,0.4776767380653978,0.5350273314223539
2354.0,Eagle Mountain,City Center,1.0,0.2797319718607227
2356.0,Eagle Mountain,City Center,1.0,0.764279824031154
2358.0,Eagle Mountain,City Center,1.0,0.7417633951520833
2361.0,Eagle Mountain,City Center,0.9767682796441691,0.07637230172415965
2363.0,Eagle Mountain,City Center,1.0,0.5142369685895408
2365.0,Eagle Mountain,City Center,1.0,0.6039552060140453
2367.0,Eagle Mountain,City Center,0.04834461783796706,0.2047795651497778
2496.0,Crossroads,City Center,0.7862963584712432,1.0
2498.0,Crossroads,City Center,0.7899924485693864,0.07691604761299402
2503.0,Crossroads,City Center,0.5197366650952154,0.35911441511199815
2504.0,Crossroads,City Center,0.0010603731816952718,0.00013961893237426733
2505.0,Crossroads,City Center,0.9956788729372946,0.05323855873163375
2510.0,Crossroads,City Center,1.0,1.0
2511.0,Crossroads,City Center,0.45689267452117815,0.3710979432287108
2512.0,Crossroads,City Center,0.6090116143333731,0.7452419694549767
2513.0,Crossroads,City Center,0.3802766898637513,0.17244549822732005
2514.0,Crossroads,City Center,0.41637072808861003,0.07234581695526622
2535.0,Crossroads,City Center,0.0,0.0002773796091845635
2546.0,Lehi Main Street,Neighborhood Center,1.0,0.14063299024356177
2547.0,Lehi Main Street,Neighborhood Center,0.0,0.17980337282197195
2568.0,Lehi Main Street,Neighborhood Center,0.0,0.11154572186428469
2569.0,Lehi Main Street,Neighborhood Center,0.0,0.1800160351316532
2570.0,Lehi Main Street,Neighborhood Center,0.0,0.0001933731215444399
2575.0,Meadows,City Center,0.19069801240762257,0.0
2577.0,Meadows,City Center,0.8319022563448543,0.003910796631166855
2594.0,Thanksgiving Point,Urban Center,0.9508318523822823,0.024958155633911665
2597.0,Thanksgiving Point,Urban Center,0.2663939497817249,0.4500818797004311
2599.0,Thanksgiving Point,Urban Center,0.666578629152285,0.0
2600.0,Thanksgiving Point,Urban Center,0.029930790588633904,0.02616261944559119
2602.0,Thanksgiving Point,Urban Center,1.0,1.0
2603.0,Thanksgiving Point,Urban Center,0.9421435491346385,1.0
2604.0,Thanksgiving Point,Urban Center,0.5228277807402685,0.0
2605.0,Thanksgiving Point,Urban Center,0.9999999999999959,1.0
2606.0,Thanksgiving Point,Urban Center,0.999999999999997,0.0
2607.0,Thanksgiving Point,Urban Center,1.0,0.0
2608.0,Thanksgiving Point,Urban Center,1.0,0.0
2609.0,Thanksgiving Point,Urban Center,0.16972304102756502,0.0
2613.0,Thanksgiving Point,Urban Center,0.30402791725012274,0.0
2627.0,Thanksgiving Point,Urban Center,0.9999999999996171,0.9999999999999843
2628.0,Thanksgiving Point,Urban Center,1.0,1.0
2629.0,Thanksgiving Point,Urban Center,0.2610126984751886,0.5213108017644902
2631.0,Thanksgiving Point,Urban Center,0.6762845314390665,0.0
2632.0,Thanksgiving Point,Urban Center,0.3249335172853658,0.0
2633.0,Thanksgiving Point,Urban Center,0.5521148932181544,0.0
2634.0,Thanksgiving Point,Urban Center,0.0011952667306142494,0.0
2700.0,Meadows,City Center,0.8760159317056616,0.19438395486626076
2701.0,Meadows,City Center,0.8434224833720948,0.0
2702.0,Meadows,City Center,0.9801717001805655,0.0
2703.0,Meadows,City Center,0.6619453385832266,0.4258819590653343
2704.0,Meadows,City Center,0.9633896391264638,0.039077991018592065
2715.0,Timpanogos,City Center,0.0,0.0011140046680840076
2726.0,Meadows,City Center,0.018015308825218283,0.0027171244892375125
2727.0,Meadows,City Center,0.20133573361261795,0.21844297256798445
2728.0,Meadows,City Center,0.8517132768497089,0.8517132768497089
2729.0,Meadows,City Center,0.47449654560938076,0.3520222919312343
2733.0,Timpanogos,City Center,0.8612770692787612,0.0
2738.0,Pleasant Grove,Neighborhood Center,0.2261734179750539,0.0
2739.0,Pleasant Grove,Neighborhood Center,0.09282329066697514,0.0
2755.0,Timpanogos,City Center,0.018108858179405548,0.007506297327701655
2756.0,Timpanogos,City Center,0.9791987733270704,0.9649836706972486
2757.0,Timpanogos,City Center,0.9728439846988768,0.0
2758.0,Timpanogos,City Center,0.1337674960014114,0.0
2761.0,Pleasant Grove,Neighborhood Center,0.3668077130838053,0.5490319743564246
2762.0,Pleasant Grove,Neighborhood Center,0.804896040956109,1.0
2763.0,Pleasant Grove,Neighborhood Center,0.07348768072015048,0.0
2764.0,Timpanogos,City Center,0.0028495420023654607,0.0005249432584473581
2766.0,Pleasant Grove,Neighborhood Center,0.5662027781542235,0.40846305795464233
2767.0,Pleasant Grove,Neighborhood Center,0.9999999999999839,0.9999999999999798
2768.0,Pleasant Grove,Neighborhood Center,1.0,0.0
2769.0,Pleasant Grove,Neighborhood Center,0.08138044782246565,0.0
2770.0,Timpanogos,City Center,0.9969356525899636,0.0
2771.0,Timpanogos,City Center,0.010210929949324958,0.0
2774.0,Timpanogos,City Center,0.0002073818642449112,0.0
2791.0,Vineyard,City Center,0.39494358294416554,0.14398912278443013
2792.0,Vineyard,City Center,0.05229492701335391,0.0
2793.0,Vineyard,City Center,0.6244389401197253,0.0
2808.0,Vineyard,City Center,1.0,0.7117937862514839
2810.0,Vineyard,City Center,0.7638804356490796,1.0
2811.0,Vineyard,City Center,0.027780001178590405,0.0
2813.0,Orem-800 North,City Center,0.6783410217474034,0.1557989253056924
2817.0,Orem-1600 North,Neighborhood Center,0.5497046682061969,0.26920127971699986
2817.0,Orem-800 North,City Center,0.016941388883356244,0.0006365386252205513
2819.0,Orem-1600 North,Neighborhood Center,0.4094616769666443,0.25287337532511134
2820.0,Orem-800 North,City Center,0.815896957382809,0.31935688569014925
2824.0,Orem-1600 North,Neighborhood Center,0.4371041938531835,0.15709139584479737
2824.0,Orem-800 North,City Center,0.015302922137254716,0.0002928771718913668
2827.0,Orem-1600 North,Neighborhood Center,0.4243303598109429,0.28769988607966196
2828.0,Orem-1600 North,Neighborhood Center,0.0,0.026247092103115165
2834.0,Orem-Center Street,City Center,0.6372396894221695,0.36695676633282864
2835.0,Vineyard,City Center,0.06278020502633269,0.0
2837.0,Orem-800 North,City Center,0.7529496678693052,0.060122070926645635
2838.0,Orem-800 North,City Center,0.794617918991647,0.4149446891225421
2839.0,Orem-Center Street,City Center,0.36996674880835556,0.3562631049869983
2840.0,Orem-Center Street,City Center,0.9605643716551694,0.27650941711448307
2841.0,Orem-Center Street,City Center,0.0,0.003546091058141834
2843.0,Orem-800 North,City Center,0.35267127528142533,0.18750300259071798
2848.0,University Center,Urban Center,0.2958649645899477,0.5312188439738204
2850.0,University Center,Urban Center,0.9999999999999327,1.0
2851.0,University Center,Urban Center,1.0,1.0
2852.0,University Center,Urban Center,1.0,0.01715470576048327
2853.0,University Center,Urban Center,1.0,0.22767980828764434
2854.0,University Center,Urban Center,1.0,1.0
2858.0,Scera Park,Neighborhood Center,0.0,0.004154321018079652
2859.0,Scera Park,Neighborhood Center,0.8209125515869613,0.5470833400177679
2859.0,University Center,Urban Center,0.17908739941481217,0.08279030890467814
2863.0,Orem-Center Street,City Center,0.8239331422075515,0.2173485764982559
2863.0,Scera Park,Neighborhood Center,0.05772564478165372,0.004690198077095627
2864.0,Orem-Center Street,City Center,0.8871944843218359,0.8462886740087485
2864.0,Scera Park,Neighborhood Center,0.11274250190660091,0.153662065985907
2865.0,University Center,Urban Center,1.0,1.0
2866.0,University Center,Urban Center,0.8798981915106492,0.17242411956127227
2867.0,University Center,Urban Center,0.9552551437880299,0.9191417685389309
2868.0,Hillcrest,City Center,0.0,0.0016722144854709555
2868.0,University Center,Urban Center,0.9387266167727905,0.014964670202382442
2869.0,Scera Park,Neighborhood Center,0.2910628354017165,0.2910628354017165
2869.0,University Center,Urban Center,0.2891620183034916,0.2891620183034916
2870.0,University Center,Urban Center,0.0,1.685090118189885e-05
2872.0,Orem-Center Street,City Center,0.8686920045928542,0.36489768800797795
2872.0,Scera Park,Neighborhood Center,0.07208051839780401,0.001862534860994725
2873.0,Orem-Center Street,City Center,0.0,0.002642837063892375
2885.0,University Center,Urban Center,1.0,0.014454582908396265
2887.0,Hillcrest,City Center,0.41193844597225315,0.2701679567862905
2887.0,University Center,Urban Center,0.3608671022204929,0.10005498692092886
2888.0,Hillcrest,City Center,0.5856547768154264,0.8748495669746564
2888.0,University Center,Urban Center,0.4143452231845132,0.12515043302532589
2889.0,University Center,Urban Center,0.9655848949227825,0.14257301609277562
2890.0,University Center,Urban Center,0.949634074146607,0.4383057469968478
2891.0,University Center,Urban Center,0.9999714188705459,0.7910155150070687
2892.0,University Center,Urban Center,0.9875570753635403,0.9837274505788496
2893.0,University Center,Urban Center,0.9949672429002332,0.9948651757623217
2894.0,Hillcrest,City Center,0.08224493253873341,0.6033251783525078
2894.0,University Center,Urban Center,0.9177550672152043,0.3966748173881412
2927.0,Hillcrest,City Center,0.0,0.049381991488756286
2928.0,Downtown Provo,Urban Center,0.005789742502646085,0.0018775714399769422
2928.0,Hillcrest,City Center,0.9942102574973427,0.9935860176943975
2929.0,Downtown Provo,Urban Center,0.9660805888488113,0.9463439747930437
2929.0,Hillcrest,City Center,0.03319427710361251,0.05365602520689266
2930.0,Downtown Provo,Urban Center,0.7861884887603792,0.5100820231788562
2930.0,Hillcrest,City Center,0.21372662097335046,0.4899178969482431
2931.0,Downtown Provo,Urban Center,0.9624888651731786,0.9563587167238936
2931.0,Hillcrest,City Center,0.037510728978534455,0.04364081110323961
2932.0,Hillcrest,City Center,1.0,0.9999999999999606
2933.0,Downtown Provo,Urban Center,0.01061092651736448,0.00535726008653983
2933.0,Hillcrest,City Center,0.9893890734826355,0.9946427399134602
2934.0,Downtown Provo,Urban Center,0.011586725261203048,0.011586725261203048
2934.0,Hillcrest,City Center,0.9884132747387643,0.9884132747387643
2935.0,Hillcrest,City Center,0.8321156988218862,0.8396481033016792
2936.0,Hillcrest,City Center,0.4668095874194715,0.4668095874194715
2937.0,Downtown Provo,Urban Center,1.0,1.0
2938.0,Downtown Provo,Urban Center,1.0,1.0
2942.0,Downtown Provo,Urban Center,0.0,0.03835261840910566
2965.0,Downtown Provo,Urban Center,0.089267225475369,0.33074900314555766
2966.0,Downtown Provo,Urban Center,1.0,1.0
2967.0,Downtown Provo,Urban Center,1.0,1.0
2968.0,Downtown Provo,Urban Center,1.0,1.0
2970.0,Downtown Provo,Urban Center,1.0,0.15487112977391007
2971.0,Downtown Provo,Urban Center,1.0,1.0
2972.0,Downtown Provo,Urban Center,1.0,1.0
2974.0,Downtown Provo,Urban Center,1.0,0.23962297850214878
2975.0,Downtown Provo,Urban Center,1.0,1.0
2976.0,Downtown Provo,Urban Center,1.0,1.0
2977.0,Downtown Provo,Urban Center,0.9829636089345551,0.3277068803469626
2978.0,Downtown Provo,Urban Center,1.0,1.0
2979.0,Downtown Provo,Urban Center,1.0,1.0
2980.0,Downtown Provo,Urban Center,1.0,1.0
2981.0,Downtown Provo,Urban Center,1.0,0.7702583846512219
2982.0,Downtown Provo,Urban Center,0.0,0.05756380428918559
2984.0,Downtown Provo,Urban Center,1.0,0.3293412877178919
2986.0,Downtown Provo,Urban Center,1.0,1.0
2987.0,Downtown Provo,Urban Center,0.0,0.49145215334140835
2988.0,Downtown Provo,Urban Center,0.0,0.41665668918945276
2989.0,Downtown Provo,Urban Center,1.0,0.9794210174265143
2990.0,Downtown Provo,Urban Center,0.0,1.0
2991.0,Downtown Provo,Urban Center,0.0,1.0
2992.0,Downtown Provo,Urban Center,1.0,1.0
2993.0,Downtown Provo,Urban Center,1.0,1.0
2994.0,Downtown Provo,Urban Center,1.0,0.1628656898590757
2996.0,Downtown Provo,Urban Center,0.07473011415961457,0.0007968181355534252
2997.0,Downtown Provo,Urban Center,0.8851928484153462,0.0
2998.0,Downtown Provo,Urban Center,0.9700324991124417,0.0
3000.0,Downtown Provo,Urban Center,0.32527677561528306,0.2602898641545371
3001.0,Downtown Provo,Urban Center,0.992296174915014,0.8879402525909607
3002.0,Downtown Provo,Urban Center,0.031091432889683274,0.0
3004.0,Downtown Provo,Urban Center,1.0,1.0
3005.0,Downtown Provo,Urban Center,1.0,1.0
3006.0,Downtown Provo,Urban Center,0.4894331864139764,0.05180972075204906
3007.0,Downtown Provo,Urban Center,1.0,1.0
3008.0,Downtown Provo,Urban Center,1.0,1.0
3009.0,Downtown Provo,Urban Center,0.12141309503083232,0.16977366179780998
3010.0,Downtown Provo,Urban Center,0.09782608367780088,0.2109260073069598
3011.0,Downtown Provo,Urban Center,1.0,1.0
3012.0,Downtown Provo,Urban Center,1.0,1.0
3013.0,Downtown Provo,Urban Center,1.0,1.0
3014.0,Downtown Provo,Urban Center,1.0,1.0
3015.0,Downtown Provo,Urban Center,1.0,1.0
3016.0,Downtown Provo,Urban Center,1.0,0.8928924226723406
3019.0,Downtown Provo,Urban Center,0.9543913392122002,0.0
3020.0,Downtown Provo,Urban Center,0.9563901807547145,0.0
3021.0,Downtown Provo,Urban Center,0.0008936197846663205,0.0
3022.0,Downtown Provo,Urban Center,0.0002872367349346575,0.0
3027.0,Downtown Provo,Urban Center,1.0,0.8970141778353652
3028.0,Downtown Provo,Urban Center,0.003003701701747217,5.0850457298931344e-05
3030.0,Downtown Provo,Urban Center,0.0,0.13875701565555104
3039.0,Downtown Springville,City Center,0.14125161835772485,0.05200359742916475
3040.0,Downtown Springville,City Center,0.24615146324179302,0.0930827322192527
3052.0,Downtown Springville,City Center,0.24729137783715788,0.0
3058.0,Downtown Springville,City Center,0.8792426766765501,0.2955887852693295
3059.0,Downtown Springville,City Center,0.9265796940923381,0.22172646941848137
3064.0,Downtown Springville,City Center,0.4613637002690073,0.5806574536367095
3065.0,Downtown Springville,City Center,0.3840381929027301,0.07171603306158918
3066.0,Downtown Springville,City Center,0.8754894104807468,0.3984980062217135
3067.0,Downtown Springville,City Center,0.6760626411661371,0.3073717188981951
3068.0,Downtown Springville,City Center,0.9357693685522185,0.09180325441612053
3069.0,Downtown Springville,City Center,1.0,0.20147563111985906
3079.0,Downtown Springville,City Center,0.1859091220099951,0.08273783575862222
3080.0,Downtown Springville,City Center,1.0,0.22474455952397263
3081.0,Downtown Springville,City Center,0.6358034896835509,0.004611673362423901
3082.0,Downtown Springville,City Center,0.5900790896599366,0.12109932516320535
3144.0,North Park,City Center,0.10385945222113985,0.0
3145.0,North Park,City Center,0.2673077203411714,0.0
3147.0,North Park,City Center,0.1312266814979624,0.0
3148.0,North Park,City Center,0.7485277541699381,0.00017516242528062295
3149.0,North Park,City Center,0.07938155866627003,0.0013336360089760723
3150.0,North Park,City Center,0.421585582622128,0.01654826818485085
3151.0,North Park,City Center,0.9753285823853546,0.0
3152.0,North Park,City Center,0.6359523207238534,0.010808888050773357
3153.0,Spanish Fork Main Street,Neighborhood Center,0.0,0.06313788931702416
3154.0,North Park,City Center,0.5664691255862023,0.0009037732619183486
3154.0,Spanish Fork Main Street,Neighborhood Center,0.0,0.06413973720118962
3156.0,Spanish Fork West,Neighborhood Center,0.07362935439344061,0.07024193478437933
3157.0,Spanish Fork West,Neighborhood Center,0.5843718431274567,0.6237944092444023
3158.0,Spanish Fork West,Neighborhood Center,0.8885268382059922,0.10599999089321559
3160.0,Spanish Fork West,Neighborhood Center,0.0,0.06993378168227579
3166.0,Spanish Fork Main Street,Neighborhood Center,0.0,0.03555458392131879
3167.0,Spanish Fork Main Street,Neighborhood Center,0.0,0.32874739198349234
3168.0,Spanish Fork Main Street,Neighborhood Center,0.0,0.2110012180990887
3335.0,Payson Main Street,City Center,0.049652276775212466,0.002399578138203402
3336.0,Payson Main Street,City Center,0.38787330969188627,0.0
3337.0,Payson Main Street,City Center,0.05873111521411348,0.3500301037356515
3345.0,Payson Main Street,City Center,0.3490459559060237,0.9176800397023156
3346.0,Payson Main Street,City Center,0.8221199439697328,0.2960807262038236
3347.0,Payson Main Street,City Center,0.9335491264844048,0.3428399730804892
3351.0,Payson Main Street,City Center,0.6428732260320481,0.3601221474126223
3352.0,Payson Main Street,City Center,0.281939965918543,0.021927306795662755
3353.0,Payson Main Street,City Center,0.005284488470589638,0.0006816210176581013
3364.0,Payson Main Street,City Center,0.09124667540261673,0.01593635596171637
3365.0,Payson Main Street,City Center,1.0,0.4424647712100019
3388.0,Salem,Neighborhood Center,0.0,0.05369549572193442
3394.0,Salem,Neighborhood Center,0.0,0.2207814082404194
3405.0,Salem,Neighborhood Center,0.0,0.09474576087193967
3406.0,Salem,Neighborhood Center,0.0,0.16862984921003094
3407.0,Salem,Neighborhood Center,0.0,0.017240829462135034
